1DMG::1DMG -- 1  -- author             --          -- MONOMERIC       -- A
1DQ3::1DQ3 -- 1  -- author             --          -- MONOMERIC       -- A
1DQG::1DQG -- 1  -- author             --          -- MONOMERIC       -- A
1DS1::1DS1 -- 1  -- author             --          -- MONOMERIC       -- A
1DVO::1DVO -- 1  -- author             --          -- MONOMERIC       -- A
1DW0::1DW0 -- 1  -- author             --          -- MONOMERIC       -- A
1DYO::1DYO -- 1  -- software           -- PQS      -- MONOMERIC       -- A
1DYP::1DYP -- 1  -- software           -- PQS      -- MONOMERIC       -- A
1DZF::1DZF -- 1  -- author             -- PQS      -- MONOMERIC       -- A
1E5K::1E5K -- 1  -- author             -- PQS      -- MONOMERIC       -- A
1EAN::1EAN -- 1  -- author             -- PISA     -- MONOMERIC       -- A
1EB6::1EB6 -- 1  -- author             -- PQS      -- MONOMERIC       -- A
1EFD::1EFD -- 1  -- author             --          -- MONOMERIC       -- N
1EJ8::1EJ8 -- 1  -- author             --          -- MONOMERIC       -- A
1EOK::1EOK -- 1  -- author             --          -- MONOMERIC       -- A
1EPU::1EPU -- 1  -- author             --          -- MONOMERIC       -- A
1ES5::1ES5 -- 1  -- author             --          -- MONOMERIC       -- A
1EU1::1EU1 -- 1  -- author             --          -- MONOMERIC       -- A
1EVS::1EVS -- 1  -- author             --          -- MONOMERIC       -- A
1EW4::1EW4 -- 1  -- author             --          -- MONOMERIC       -- A
1EWF::1EWF -- 1  -- author             --          -- MONOMERIC       -- A
1EZ3::1EZ3 -- 1  -- author             --          -- MONOMERIC       -- A
1F1Z::1F1Z -- 1  -- author             --          -- MONOMERIC       -- A
1F32::1F32 -- 1  -- author             --          -- MONOMERIC       -- A
1F5N::1F5N -- 1  -- author             --          -- MONOMERIC       -- A
1F94::1F94 -- 1  -- author             --          -- MONOMERIC       -- A
1F9V::1F9V -- 1  -- author             --          -- MONOMERIC       -- A
1FC9::1FC9 -- 1  -- author             --          -- MONOMERIC       -- A
1FCQ::1FCQ -- 1  -- author             --          -- MONOMERIC       -- A
1FCY::1FCY -- 1  -- author             --          -- MONOMERIC       -- A
1FJR::1FJR -- 1  -- author             --          -- MONOMERIC       -- A, C
1FNN::1FNN -- 1  -- author             --          -- MONOMERIC       -- A
1FO8::1FO8 -- 1  -- author             --          -- MONOMERIC       -- A
1FPZ::1FPZ -- 1  -- software           -- PISA     -- MONOMERIC       -- A
1FT5::1FT5 -- 1  -- author             --          -- MONOMERIC       -- A
1FUK::1FUK -- 1  -- author             --          -- MONOMERIC       -- A
1FVI::1FVI -- 1  -- author             --          -- MONOMERIC       -- A
1G12::1G12 -- 1  -- author             --          -- MONOMERIC       -- A
1G2R::1G2R -- 1  -- author             --          -- MONOMERIC       -- A
1G61::1G61 -- 1  -- author             --          -- MONOMERIC       -- A
1G66::1G66 -- 1  -- author             --          -- MONOMERIC       -- A
1G8A::1G8A -- 1  -- author             --          -- MONOMERIC       -- A
1G8P::1G8P -- 1  -- author             --          -- MONOMERIC       -- A
1GA8::1GA8 -- 1  -- author             --          -- MONOMERIC       -- A, B
1GAK::1GAK -- 1  -- author             --          -- MONOMERIC       -- A
1GBS::1GBS -- 1  -- author             --          -- MONOMERIC       -- A
1GCI::1GCI -- 1  -- author             --          -- MONOMERIC       -- A
1GCP::1GCP -- 1  -- author             --          -- MONOMERIC       -- A
1GD8::1GD8 -- 1  -- author             --          -- MONOMERIC       -- A
1GMX::1GMX -- 1  -- author             -- PISA     -- MONOMERIC       -- A
1GNL::1GNL -- 1  -- author             -- PQS      -- MONOMERIC       -- A
1GNY::1GNY -- 1  -- author             -- PQS      -- MONOMERIC       -- A, B
1GPP::1GPP -- 1  -- author             -- PQS      -- MONOMERIC       -- A
1GQE::1GQE -- 1  -- author             -- PQS      -- MONOMERIC       -- A
1GS9::1GS9 -- 1  -- author             -- PQS      -- MONOMERIC       -- A
1GUI::1GUI -- 1  -- author             -- PQS      -- MONOMERIC       -- A, B
1GVD::1GVD -- 1  -- author             -- PQS      -- MONOMERIC       -- A
1GWM::1GWM -- 1  -- author             -- PQS      -- MONOMERIC       -- A, B
1GXM::1GXM -- 1  -- author             -- PISA     -- MONOMERIC       -- A
1GXY::1GXY -- 1  -- author             -- PISA     -- MONOMERIC       -- A
1GZR::1GZR -- 1  -- author             -- PQS      -- MONOMERIC       -- B
1H12::1H12 -- 1  -- author             -- PQS      -- MONOMERIC       -- A
1H1N::1H1N -- 1  -- author             -- PQS      -- MONOMERIC       -- A
1H2W::1H2W -- 1  -- author             -- PISA     -- MONOMERIC       -- A
1H3L::1H3L -- 1  -- author             -- PISA     -- MONOMERIC       -- A
1H3Q::1H3Q -- 1  -- author             -- PQS      -- MONOMERIC       -- A
1H4K::1H4K -- 1  -- author             -- PISA     -- MONOMERIC       -- X
1H4X::1H4X -- 1  -- author             -- PQS      -- MONOMERIC       -- A
1H6L::1H6L -- 1  -- author             -- PQS      -- MONOMERIC       -- A
1HAR::1HAR -- 1  -- author             --          -- MONOMERIC       -- A
1HDH::1HDH -- 1  -- author             -- PQS      -- MONOMERIC       -- A
1HDO::1HDO -- 1  -- software           -- PQS      -- MONOMERIC       -- A
1HHS::1HHS -- 1  -- author             -- PQS      -- MONOMERIC       -- A
1HLB::1HLB -- 1  -- author             --          -- MONOMERIC       -- A
1HNF::1HNF -- 1  -- author             --          -- MONOMERIC       -- A
1HQZ::1HQZ -- 1  -- author             -- PISA     -- MONOMERIC       -- 1
1HTW::1HTW -- 1  -- author             --          -- MONOMERIC       -- A
1HUF::1HUF -- 1  -- author             --          -- MONOMERIC       -- A
1HXI::1HXI -- 1  -- author             --          -- MONOMERIC       -- A
1HXN::1HXN -- 1  -- author             --          -- MONOMERIC       -- A
1HY5::1HY5 -- 1  -- author             --          -- MONOMERIC       -- A
1HYP::1HYP -- 1  -- author             --          -- MONOMERIC       -- A
1I1W::1I1W -- 1  -- author             --          -- MONOMERIC       -- A
1I27::1I27 -- 1  -- author             --          -- MONOMERIC       -- A
1I2T::1I2T -- 1  -- author             --          -- MONOMERIC       -- A
1I5P::1I5P -- 1  -- author             --          -- MONOMERIC       -- A
1I8A::1I8A -- 1  -- author             --          -- MONOMERIC       -- A
1I8N::1I8N -- 1  -- author             --          -- MONOMERIC       -- A
1IAP::1IAP -- 1  -- author             --          -- MONOMERIC       -- A
1ID0::1ID0 -- 1  -- author             --          -- MONOMERIC       -- A
1IFG::1IFG -- 1  -- author             --          -- MONOMERIC       -- A
1IFQ::1IFQ -- 1  -- author             --          -- MONOMERIC       -- A
1IFR::1IFR -- 1  -- author             --          -- MONOMERIC       -- A
1IH7::1IH7 -- 1  -- author             --          -- MONOMERIC       -- A
1IIB::1IIB -- 1  -- author             --          -- MONOMERIC       -- A
1IJQ::1IJQ -- 1  -- author             --          -- MONOMERIC       -- A
1IKO::1IKO -- 1  -- author             --          -- MONOMERIC       -- P, A
1IKT::1IKT -- 1  -- author             --          -- MONOMERIC       -- A
1IM5::1IM5 -- 1  -- author             --          -- MONOMERIC       -- A
1IN4::1IN4 -- 1  -- author             --          -- MONOMERIC       -- A
1IO0::1IO0 -- 1  -- author             --          -- MONOMERIC       -- A
1IQ4::1IQ4 -- 1  -- author             --          -- MONOMERIC       -- A
1IQZ::1IQZ -- 1  -- author             --          -- MONOMERIC       -- A
1IT2::1IT2 -- 1  -- author             --          -- MONOMERIC       -- A
1IU9::1IU9 -- 1  -- author             --          -- MONOMERIC       -- A
1IUQ::1IUQ -- 1  -- author             --          -- MONOMERIC       -- A
1IXG::1IXG -- 1  -- author             --          -- MONOMERIC       -- A
1J08::1J08 -- 1  -- author             --          -- MONOMERIC       -- A
1J0P::1J0P -- 1  -- author             --          -- MONOMERIC       -- A
1J1T::1J1T -- 1  -- author             --          -- MONOMERIC       -- A
1J3A::1J3A -- 1  -- author             --          -- MONOMERIC       -- A
1J6R::1J6R -- 1  -- author             --          -- MONOMERIC       -- A
1J77::1J77 -- 1  -- author             --          -- MONOMERIC       -- A
1J7X::1J7X -- 1  -- author             --          -- MONOMERIC       -- A
1J83::1J83 -- 1  -- author             --          -- MONOMERIC       -- A
1J8E::1J8E -- 1  -- author             --          -- MONOMERIC       -- A
1JB3::1JB3 -- 1  -- author             --          -- MONOMERIC       -- A
1JBE::1JBE -- 1  -- author             --          -- MONOMERIC       -- A
1JF3::1JF3 -- 1  -- author             --          -- MONOMERIC       -- A
1JFB::1JFB -- 1  -- author             --          -- MONOMERIC       -- A
1JG1::1JG1 -- 1  -- author             --          -- MONOMERIC       -- A
1JHJ::1JHJ -- 1  -- author             --          -- MONOMERIC       -- A
1JHS::1JHS -- 1  -- author             --          -- MONOMERIC       -- A
1JIH::1JIH -- 1  -- author             --          -- MONOMERIC       -- A
1JIX::1JIX -- 1  -- author             --          -- MONOMERIC       -- A
1JJV::1JJV -- 1  -- author             --          -- MONOMERIC       -- A
1JL1::1JL1 -- 1  -- author             --          -- MONOMERIC       -- A
1JM1::1JM1 -- 1  -- author             --          -- MONOMERIC       -- A
1JMW::1JMW -- 1  -- author             --          -- MONOMERIC       -- A
1JO0::1JO0 -- 1  -- author             --          -- MONOMERIC       -- A
1JOS::1JOS -- 1  -- author             --          -- MONOMERIC       -- A
1JP4::1JP4 -- 1  -- author             --          -- MONOMERIC       -- A
1JR2::1JR2 -- 1  -- author             --          -- MONOMERIC       -- A
1JU2::1JU2 -- 1  -- author             --          -- MONOMERIC       -- A, C, D, E
1JX6::1JX6 -- 1  -- author             --          -- MONOMERIC       -- A
1JYH::1JYH -- 1  -- author             --          -- MONOMERIC       -- A
1JYK::1JYK -- 1  -- author             --          -- MONOMERIC       -- A
1K3I::1K3I -- 1  -- author             --          -- MONOMERIC       -- A
1K40::1K40 -- 1  -- author             --          -- MONOMERIC       -- A
1K4N::1K4N -- 1  -- author             --          -- MONOMERIC       -- A
1K5C::1K5C -- 1  -- author             -- PISA     -- MONOMERIC       -- A
1K6K::1K6K -- 1  -- author             --          -- MONOMERIC       -- A
1K6X::1K6X -- 1  -- author             --          -- MONOMERIC       -- A
1K7C::1K7C -- 1  -- author             --          -- MONOMERIC       -- A, B
1K7J::1K7J -- 1  -- author             --          -- MONOMERIC       -- A
1KA1::1KA1 -- 1  -- author             --          -- MONOMERIC       -- A
1KAF::1KAF -- 1  -- author             --          -- MONOMERIC       -- A
1KH0::1KH0 -- 1  -- author             --          -- MONOMERIC       -- A
1KHC::1KHC -- 1  -- author             --          -- MONOMERIC       -- A
1KHY::1KHY -- 1  -- author             --          -- MONOMERIC       -- A
1KKH::1KKH -- 1  -- author             --          -- MONOMERIC       -- A
1KMT::1KMT -- 1  -- author             --          -- MONOMERIC       -- A
1KOE::1KOE -- 1  -- author             --          -- MONOMERIC       -- A
1KP6::1KP6 -- 1  -- author             --          -- MONOMERIC       -- A
1KPG::1KPG -- 1  -- author             --          -- MONOMERIC       -- A
1KQ6::1KQ6 -- 1  -- author             --          -- MONOMERIC       -- A
1KS9::1KS9 -- 1  -- author             --          -- MONOMERIC       -- A
1KT6::1KT6 -- 1  -- author             --          -- MONOMERIC       -- A
1KTH::1KTH -- 1  -- author             --          -- MONOMERIC       -- A
1KTW::1KTW -- 1  -- author             --          -- MONOMERIC       -- A, C, D
1KW2::1KW2 -- 1  -- author             --          -- MONOMERIC       -- A
1KW4::1KW4 -- 1  -- author             --          -- MONOMERIC       -- A
1KWF::1KWF -- 1  -- author             --          -- MONOMERIC       -- A, B
1KXO::1KXO -- 1  -- author             --          -- MONOMERIC       -- A
1KZF::1KZF -- 1  -- author             --          -- MONOMERIC       -- A
1KZL::1KZL -- 1  -- author             --          -- MONOMERIC       -- A
1L0Q::1L0Q -- 1  -- author             --          -- MONOMERIC       -- A
1L1L::1L1L -- 1  -- author             --          -- MONOMERIC       -- A
1L2P::1L2P -- 1  -- author             --          -- MONOMERIC       -- A
1L3K::1L3K -- 1  -- author             --          -- MONOMERIC       -- A
1L7M::1L7M -- 1  -- author             --          -- MONOMERIC       -- A
1L9X::1L9X -- 1  -- author             --          -- MONOMERIC       -- A
1LC0::1LC0 -- 1  -- author             --          -- MONOMERIC       -- A
1LF6::1LF6 -- 1  -- author             --          -- MONOMERIC       -- A
1LFP::1LFP -- 1  -- author             --          -- MONOMERIC       -- A
1LFW::1LFW -- 1  -- author             --          -- MONOMERIC       -- A
1LJ8::1LJ8 -- 1  -- author             --          -- MONOMERIC       -- A
1LKI::1LKI -- 1  -- author             --          -- MONOMERIC       -- A
1LLA::1LLA -- 1  -- author             --          -- MONOMERIC       -- A
1LN1::1LN1 -- 1  -- author             --          -- MONOMERIC       -- A
1LOX::1LOX -- 1  -- author             --          -- MONOMERIC       -- A
1LQT::1LQT -- 1  -- author             --          -- MONOMERIC       -- A
1LRZ::1LRZ -- 1  -- author             --          -- MONOMERIC       -- A
1LS1::1LS1 -- 1  -- author             --          -- MONOMERIC       -- A
1LSL::1LSL -- 1  -- author             --          -- MONOMERIC       -- A
1LU4::1LU4 -- 1  -- author             --          -- MONOMERIC       -- A
1LUZ::1LUZ -- 1  -- author             --          -- MONOMERIC       -- A
1LWB::1LWB -- 1  -- author             --          -- MONOMERIC       -- A
1M15::1M15 -- 1  -- author             -- PISA     -- MONOMERIC       -- A
1M1H::1M1H -- 1  -- author             --          -- MONOMERIC       -- A
1M1Q::1M1Q -- 1  -- author             --          -- MONOMERIC       -- A
1M1S::1M1S -- 1  -- author             --          -- MONOMERIC       -- A
1M22::1M22 -- 1  -- author             --          -- MONOMERIC       -- A
1M2X::1M2X -- 1  -- author             --          -- MONOMERIC       -- A
1M4L::1M4L -- 1  -- author             --          -- MONOMERIC       -- A
1M55::1M55 -- 1  -- author             --          -- MONOMERIC       -- A
1M5I::1M5I -- 1  -- author             --          -- MONOMERIC       -- A
1M6Y::1M6Y -- 1  -- author             -- PISA     -- MONOMERIC       -- A
1M8N::1M8N -- 1  -- author             --          -- MONOMERIC       -- A
1M9Z::1M9Z -- 1  -- author             --          -- MONOMERIC       -- A
1MAI::1MAI -- 1  -- author             --          -- MONOMERIC       -- A
1MBA::1MBA -- 1  -- author             --          -- MONOMERIC       -- A
1MBM::1MBM -- 1  -- author             --          -- MONOMERIC       -- A
1MC2::1MC2 -- 1  -- author             --          -- MONOMERIC       -- A
1MFM::1MFM -- 1  -- author             --          -- MONOMERIC       -- A
1MGT::1MGT -- 1  -- author             --          -- MONOMERIC       -- A
1MIJ::1MIJ -- 1  -- author             --          -- MONOMERIC       -- A
1MIX::1MIX -- 1  -- author             --          -- MONOMERIC       -- A
1MJ5::1MJ5 -- 1  -- author             --          -- MONOMERIC       -- A
1MJN::1MJN -- 1  -- author             --          -- MONOMERIC       -- A
1MJS::1MJS -- 1  -- author             --          -- MONOMERIC       -- A
1MK0::1MK0 -- 1  -- author             --          -- MONOMERIC       -- A
1ML9::1ML9 -- 1  -- author             --          -- MONOMERIC       -- A
1MN4::1MN4 -- 1  -- author             --          -- MONOMERIC       -- A
1MN8::1MN8 -- 1  -- author             --          -- MONOMERIC       -- A
1MS9::1MS9 -- 1  -- author             --          -- MONOMERIC       -- A, C
1MTZ::1MTZ -- 1  -- author             --          -- MONOMERIC       -- A
1MW9::1MW9 -- 1  -- author             --          -- MONOMERIC       -- X
1MZ4::1MZ4 -- 1  -- author             --          -- MONOMERIC       -- A
1N67::1N67 -- 1  -- author             --          -- MONOMERIC       -- A
1N8V::1N8V -- 1  -- author             --          -- MONOMERIC       -- A
1N8Y::1N8Y -- 1  -- author             --          -- MONOMERIC       -- C, A, B
1NA3::1NA3 -- 1  -- author             --          -- MONOMERIC       -- A
1NAA::1NAA -- 1  -- author             --          -- MONOMERIC       -- A
1NE9::1NE9 -- 1  -- author             --          -- MONOMERIC       -- A
1NEP::1NEP -- 1  -- author             --          -- MONOMERIC       -- A
1NG6::1NG6 -- 1  -- author             --          -- MONOMERIC       -- A
1NH1::1NH1 -- 1  -- author             --          -- MONOMERIC       -- A
1NJG::1NJG -- 1  -- author             --          -- MONOMERIC       -- A
1NKR::1NKR -- 1  -- author             --          -- MONOMERIC       -- A
1NMN::1NMN -- 1  -- author             --          -- MONOMERIC       -- A
1NND::1NND -- 1  -- author             --          -- MONOMERIC       -- A
1NO1::1NO1 -- 1  -- author             --          -- MONOMERIC       -- A
1NQZ::1NQZ -- 1  -- author             --          -- MONOMERIC       -- A
1NR0::1NR0 -- 1  -- author             --          -- MONOMERIC       -- A
1NTY::1NTY -- 1  -- author             --          -- MONOMERIC       -- A
1NWA::1NWA -- 1  -- author             --          -- MONOMERIC       -- A
1NWZ::1NWZ -- 1  -- author             --          -- MONOMERIC       -- A
1NZJ::1NZJ -- 1  -- author             --          -- MONOMERIC       -- A
1O13::1O13 -- 1  -- author             --          -- MONOMERIC       -- A
1O88::1O88 -- 1  -- author             -- PQS      -- MONOMERIC       -- A
1O8X::1O8X -- 1  -- author             -- PQS      -- MONOMERIC       -- A
1O9G::1O9G -- 1  -- author             -- PQS      -- MONOMERIC       -- A
1OD3::1OD3 -- 1  -- author             -- PQS      -- MONOMERIC       -- A, B, C
1ODM::1ODM -- 1  -- author             -- PQS      -- MONOMERIC       -- A
1OEW::1OEW -- 1  -- author             -- PQS      -- MONOMERIC       -- A
1OFL::1OFL -- 1  -- author             -- PQS      -- MONOMERIC       -- A, B, C, D, E, F
1OH4::1OH4 -- 1  -- author             -- PQS      -- MONOMERIC       -- A, B
1OHU::1OHU -- 1  -- author             -- PQS      -- MONOMERIC       -- A
1OI7::1OI7 -- 1  -- author             -- PQS      -- MONOMERIC       -- A
1OIS::1OIS -- 1  -- author             --          -- MONOMERIC       -- A
1OK0::1OK0 -- 1  -- author             -- PQS      -- MONOMERIC       -- A
1OKS::1OKS -- 1  -- author             -- PQS      -- MONOMERIC       -- A
1OLT::1OLT -- 1  -- author             -- PQS      -- MONOMERIC       -- A
1OQQ::1OQQ -- 1  -- author             --          -- MONOMERIC       -- A
1OW1::1OW1 -- 1  -- author             --          -- MONOMERIC       -- A
1OXJ::1OXJ -- 1  -- author             --          -- MONOMERIC       -- A
1OZ9::1OZ9 -- 1  -- author             --          -- MONOMERIC       -- A
1P0H::1P0H -- 1  -- author             --          -- MONOMERIC       -- A
1P1X::1P1X -- 1  -- author             --          -- MONOMERIC       -- A
1P2X::1P2X -- 1  -- author             --          -- MONOMERIC       -- A
1P3D::1P3D -- 1  -- author             --          -- MONOMERIC       -- A
1P3R::1P3R -- 1  -- author             --          -- MONOMERIC       -- A
1P4X::1P4X -- 1  -- author             --          -- MONOMERIC       -- A
1P90::1P90 -- 1  -- author             --          -- MONOMERIC       -- A
1P9G::1P9G -- 1  -- author             --          -- MONOMERIC       -- A
1P9Y::1P9Y -- 1  -- author             --          -- MONOMERIC       -- A
1PAQ::1PAQ -- 1  -- author             --          -- MONOMERIC       -- A
1PBT::1PBT -- 1  -- author             --          -- MONOMERIC       -- A
1PKO::1PKO -- 1  -- author             --          -- MONOMERIC       -- A
1PMH::1PMH -- 1  -- author             --          -- MONOMERIC       -- X, A
1PP0::1PP0 -- 1  -- author             --          -- MONOMERIC       -- A
1PSW::1PSW -- 1  -- author             --          -- MONOMERIC       -- A
1PU7::1PU7 -- 1  -- author             --          -- MONOMERIC       -- A
1PUJ::1PUJ -- 1  -- author             --          -- MONOMERIC       -- A
1PUO::1PUO -- 1  -- author             -- PISA     -- MONOMERIC       -- A
1PV5::1PV5 -- 1  -- author             --          -- MONOMERIC       -- A
1PZ4::1PZ4 -- 1  -- author             --          -- MONOMERIC       -- A
1Q0R::1Q0R -- 1  -- author             --          -- MONOMERIC       -- A
1Q0S::1Q0S -- 1  -- author             --          -- MONOMERIC       -- A
1Q25::1Q25 -- 1  -- author             --          -- MONOMERIC       -- A, B, C
1Q2Y::1Q2Y -- 1  -- author             --          -- MONOMERIC       -- A
1Q5Z::1Q5Z -- 1  -- author             --          -- MONOMERIC       -- A
1Q74::1Q74 -- 1  -- author             --          -- MONOMERIC       -- A
1Q8C::1Q8C -- 1  -- author             --          -- MONOMERIC       -- A
1Q8D::1Q8D -- 1  -- author             --          -- MONOMERIC       -- A
1Q8I::1Q8I -- 1  -- author             --          -- MONOMERIC       -- A
1QAZ::1QAZ -- 1  -- author             --          -- MONOMERIC       -- A
1QFJ::1QFJ -- 1  -- author             --          -- MONOMERIC       -- A
1QFT::1QFT -- 1  -- author             --          -- MONOMERIC       -- A
1QG8::1QG8 -- 1  -- author             --          -- MONOMERIC       -- A
1QHL::1QHL -- 1  -- author             --          -- MONOMERIC       -- A
1QHT::1QHT -- 1  -- author             --          -- MONOMERIC       -- A
1QKR::1QKR -- 1  -- software           -- PQS      -- MONOMERIC       -- A
1QMP::1QMP -- 1  -- software           -- PQS      -- MONOMERIC       -- A
1QMY::1QMY -- 1  -- author             -- PQS      -- MONOMERIC       -- A
1QNR::1QNR -- 1  -- software           -- PQS      -- MONOMERIC       -- A, B
1QSA::1QSA -- 1  -- author             --          -- MONOMERIC       -- A
1QST::1QST -- 1  -- author             --          -- MONOMERIC       -- A
1QV1::1QV1 -- 1  -- author             --          -- MONOMERIC       -- A
1QVJ::1QVJ -- 1  -- author             --          -- MONOMERIC       -- A
1QWO::1QWO -- 1  -- author             --          -- MONOMERIC       -- A
1QWR::1QWR -- 1  -- author             --          -- MONOMERIC       -- A
1QYI::1QYI -- 1  -- author             --          -- MONOMERIC       -- A
1QZM::1QZM -- 1  -- author             --          -- MONOMERIC       -- A
1R3F::1R3F -- 1  -- author             --          -- MONOMERIC       -- A
1R44::1R44 -- 1  -- author             --          -- MONOMERIC       -- A
1R4X::1R4X -- 1  -- author             --          -- MONOMERIC       -- A
1R5L::1R5L -- 1  -- author             --          -- MONOMERIC       -- A
1R5M::1R5M -- 1  -- author             --          -- MONOMERIC       -- A
1R5X::1R5X -- 1  -- author             --          -- MONOMERIC       -- A
1R6X::1R6X -- 1  -- author             --          -- MONOMERIC       -- A
1R75::1R75 -- 1  -- author             --          -- MONOMERIC       -- A
1R77::1R77 -- 1  -- author             --          -- MONOMERIC       -- A
1R9L::1R9L -- 1  -- author             --          -- MONOMERIC       -- A
1R9W::1R9W -- 1  -- author             --          -- MONOMERIC       -- A
1RCY::1RCY -- 1  -- author             --          -- MONOMERIC       -- A
1RG8::1RG8 -- 1  -- author             --          -- MONOMERIC       -- A
1RI5::1RI5 -- 1  -- author             --          -- MONOMERIC       -- A
1RIF::1RIF -- 1  -- author             --          -- MONOMERIC       -- A
1RJD::1RJD -- 1  -- author             --          -- MONOMERIC       -- A
1RK6::1RK6 -- 1  -- author             --          -- MONOMERIC       -- A
1RL0::1RL0 -- 1  -- author             --          -- MONOMERIC       -- A
1RL2::1RL2 -- 1  -- author             --          -- MONOMERIC       -- A
1RL6::1RL6 -- 1  -- author             --          -- MONOMERIC       -- A
1RLR::1RLR -- 1  -- author             --          -- MONOMERIC       -- A
1RLW::1RLW -- 1  -- author             --          -- MONOMERIC       -- A
1RMG::1RMG -- 1  -- author             --          -- MONOMERIC       -- A, B, C
1RO2::1RO2 -- 1  -- author             --          -- MONOMERIC       -- A
1ROC::1ROC -- 1  -- author             --          -- MONOMERIC       -- A
1RT8::1RT8 -- 1  -- author             --          -- MONOMERIC       -- A
1RTQ::1RTQ -- 1  -- author             --          -- MONOMERIC       -- A
1RU3::1RU3 -- 1  -- author             --          -- MONOMERIC       -- A
1RUT::1RUT -- 1  -- author             --          -- MONOMERIC       -- X
1RWH::1RWH -- 1  -- author             --          -- MONOMERIC       -- A, B
1RXD::1RXD -- 1  -- author             --          -- MONOMERIC       -- A
1RYL::1RYL -- 1  -- author             --          -- MONOMERIC       -- A
1RYO::1RYO -- 1  -- author             --          -- MONOMERIC       -- A
1RZ3::1RZ3 -- 1  -- author             --          -- MONOMERIC       -- A
1S21::1S21 -- 1  -- author             --          -- MONOMERIC       -- A
1S29::1S29 -- 1  -- author             --          -- MONOMERIC       -- A
1S2B::1S2B -- 1  -- author             --          -- MONOMERIC       -- A
1S2O::1S2O -- 1  -- author             --          -- MONOMERIC       -- A
1S2X::1S2X -- 1  -- author             --          -- MONOMERIC       -- A
1SAU::1SAU -- 1  -- author             --          -- MONOMERIC       -- A
1SBX::1SBX -- 1  -- author             --          -- MONOMERIC       -- A
1SEN::1SEN -- 1  -- author             --          -- MONOMERIC       -- A
1SFS::1SFS -- 1  -- author             --          -- MONOMERIC       -- A
1SGW::1SGW -- 1  -- author             --          -- MONOMERIC       -- A
